city,applicant,applicant_type_rough,patents,rank_baseline
保定,中国乐凯胶片集团公司,firm,60,5
保定,英利能源(中国)有限公司,firm,38,6
保定,长城汽车股份有限公司,firm,29,7
保定,中国石油集团东方地球物理勘探有限责任公司,firm,26,8
保定,风帆股份有限公司,firm,20,9
保定,刘爱东,likely_individual,17,10
保定,河北省农林科学院植物保护研究所,research_institute,12,11
保定,凌云工业股份有限公司,firm,10,12
保定,巨力索具股份有限公司,firm,10,13
保定,杨更亮,likely_individual,10,14
保定,药都制药集团股份有限公司,firm,9,15
保定,保定维特瑞交通设施工程有限责任公司,firm,8,16
保定,苑宝义,likely_individual,8,17
保定,保定惠阳航空螺旋桨制造厂,firm,7,18
保定,保定钞票纸业有限公司,firm,7,19
保定,赵云现,likely_individual,7,20
保山,云南永昌铅锌股份有限公司,firm,4,1
保山,李桂云,likely_individual,4,2
保山,车培国,likely_individual,4,3
保山,陈亚忠,likely_individual,4,4
保山,保山奥新绿色资源开发有限公司,firm,3,5
保山,保山市林业技术推广总站,other_org_or_unclear,3,6
保山,云南景兰热作科技有限责任公司,firm,2,7
保山,云南省农业科学院热带亚热带经济作物研究所,research_institute,2,8
保山,云南省烟草公司保山市公司,firm,2,9
保山,吕建中,likely_individual,2,10
保山,艾习寿,likely_individual,2,11
保山,于跃廷,likely_individual,1,12
保山,余家贵,likely_individual,1,13
保山,保山市映山红甜柿开发有限公司,firm,1,14
保山,刘东才,likely_individual,1,15
保山,左卫宁,likely_individual,1,16
保山,康祖明,likely_individual,1,17
保山,普加宏,likely_individual,1,18
保山,李兆荣,likely_individual,1,19
保山,李绍华,likely_individual,1,20
信阳,河南省电力公司信阳供电公司,firm,11,1
信阳,信阳天意节能技术有限公司,firm,5,2
信阳,信阳师范学院,university_or_college,5,3
信阳,南阳天意保温耐火材料有限公司,firm,5,4
信阳,河南羚锐制药股份有限公司,firm,5,5
信阳,中国人民解放军空军第一航空学院,university_or_college,3,6
信阳,商城县开源环保设备有限公司,firm,3,7
信阳,孟凡刚,likely_individual,3,8
信阳,河南黄国粮业有限公司,firm,3,9
信阳,路林茫,likely_individual,3,10
信阳,马国军,likely_individual,3,11
信阳,信阳市上天梯恒源矿业有限公司,firm,2,12
信阳,倪逢寅,likely_individual,2,13
信阳,关兵,likely_individual,2,14
信阳,凯蒂(信阳)新型材料有限公司,firm,2,15
信阳,吴长青,likely_individual,2,16
信阳,周作崇,likely_individual,2,17
信阳,尚作运,likely_individual,2,18
信阳,张正辉,likely_individual,2,19
信阳,江传龙,likely_individual,2,20
儋州,张珉,likely_individual,8,1
儋州,李隆基,likely_individual,1,2
儋州,罗春青,likely_individual,1,3
儋州,袁琦,likely_individual,1,4
克孜勒苏柯尔克孜自治州,吉风旺,likely_individual,1,1
克拉玛依,中国石油集团西部钻探工程有限公司,firm,19,1
克拉玛依,西部钻探克拉玛依钻井工艺研究院,research_institute,10,2
克拉玛依,新疆威奥科技股份有限公司,firm,9,3
克拉玛依,中国石油集团西部钻探工程有限公司克拉玛依钻井工艺研究院,firm,7,4
克拉玛依,中国石油新疆油田分公司采油工艺研究院,research_institute,6,5
克拉玛依,徐洪德,likely_individual,6,6
克拉玛依,新疆华易石油工程技术有限公司,firm,6,7
克拉玛依,新疆石油管理局试油公司,firm,5,8
克拉玛依,新疆石油管理局采油工艺研究院,research_institute,5,9
克拉玛依,于荣,likely_individual,4,10
克拉玛依,新疆油田勘察设计研究院,research_institute,4,11
克拉玛依,新疆石油工程建设有限责任公司,firm,4,12
克拉玛依,新疆科力新技术发展有限公司,firm,4,13
克拉玛依,中国石油天然气集团公司,firm,3,14
克拉玛依,克拉玛依市金山石油化工有限公司,firm,3,15
克拉玛依,宋志亮,likely_individual,3,16
克拉玛依,新疆石油勘察研究设计院(有限公司),firm,3,17
克拉玛依,新疆石油管理局井下作业公司,firm,3,18
克拉玛依,新疆石油管理局机械制造总公司,firm,3,19
克拉玛依,贾新成,likely_individual,3,20
六安,秦才东,likely_individual,13,1
六安,司红康,likely_individual,10,2
六安,孙毅,likely_individual,7,3
六安,安徽大昌矿业集团有限公司,firm,6,4
六安,安徽应流集团霍山铸造有限公司,firm,5,5
六安,安徽世华化工有限公司,firm,4,6
六安,安徽博微长安电子有限公司,firm,4,7
六安,安徽格义清洁能源技术有限公司,firm,4,8
六安,安徽省舒城三乐童车有限责任公司,firm,4,9
六安,朱守新,likely_individual,4,10
六安,六安新宇节能科技有限公司,firm,3,11
六安,刘文,likely_individual,3,12
六安,刘明江,likely_individual,3,13
六安,姚俊,likely_individual,3,14
六安,安徽世林照明股份有限公司,firm,3,15
六安,安徽应流铸业有限公司,firm,3,16
六安,张同金,likely_individual,3,17
六安,舒城瑞宇涂料有限公司,firm,3,18
六安,六安亿牛有机肥生产基地,other_org_or_unclear,2,19
六安,六安市金土地农业科普示范园,other_org_or_unclear,2,20
六盘水,王旭光,likely_individual,7,1
六盘水,唐健,likely_individual,3,2
六盘水,强建民,likely_individual,2,3
六盘水,徐东贵,likely_individual,2,4
六盘水,徐建成,likely_individual,2,5
六盘水,首钢水城钢铁(集团)有限责任公司,firm,2,6
六盘水,龚定军,likely_individual,2,7
六盘水,付尚松,likely_individual,1,8
六盘水,代源松,likely_individual,1,9
六盘水,何终毅,likely_individual,1,10
六盘水,六盘水威箐焦化有限公司,firm,1,11
六盘水,六盘水神驰生物科技有限公司,firm,1,12
六盘水,孙开付,likely_individual,1,13
六盘水,宋邦娟,likely_individual,1,14
六盘水,张建一,likely_individual,1,15
六盘水,曾天锐,likely_individual,1,16
六盘水,李艳,likely_individual,1,17
六盘水,桂希衡,likely_individual,1,18
六盘水,王元祥,likely_individual,1,19
六盘水,盘江煤电(集团)煤矿设计研究院有限公司,firm,1,20
兰州,中国科学院兰州化学物理研究所,research_institute,218,1
兰州,西北师范大学,university_or_college,215,2
兰州,兰州大学,university_or_college,177,3
兰州,兰州理工大学,university_or_college,177,4
兰州,中国航天科技集团公司第五研究院第五一○研究所,research_institute,94,5
兰州,中国农业科学院兰州兽医研究所,research_institute,55,6
兰州,甘肃农业大学,university_or_college,50,7
兰州,甘肃奇正藏药有限公司,firm,46,8
兰州,中国科学院近代物理研究所,research_institute,41,9
兰州,中国移动通信集团甘肃有限公司,firm,36,10
兰州,中国石油兰州石油化工公司,firm,33,11
兰州,兰州交通大学,university_or_college,31,12
兰州,中国农业科学院兰州畜牧与兽药研究所,research_institute,28,13
兰州,天华化工机械及自动化研究设计院,other_org_or_unclear,21,14
兰州,李红玉,likely_individual,21,15
兰州,北方涂料工业研究设计院,other_org_or_unclear,17,16
兰州,中国市政工程西北设计研究院有限公司,firm,14,17
兰州,中国科学院寒区旱区环境与工程研究所,research_institute,14,18
兰州,中国航天科技集团公司第五研究院第五一〇研究所,research_institute,14,19
兰州,甘肃省农业科学院农产品贮藏加工研究所,research_institute,14,20
兴安盟,王焕元,likely_individual,4,1
兴安盟,吴荣梅,likely_individual,3,2
兴安盟,李相前,likely_individual,3,3
兴安盟,刘忠波,likely_individual,2,4
兴安盟,孟祥玉,likely_individual,2,5
兴安盟,张纯杰,likely_individual,2,6
兴安盟,万国瑞,likely_individual,1,7
兴安盟,周凤东,likely_individual,1,8
兴安盟,张建军,likely_individual,1,9
兴安盟,敖景顺,likely_individual,1,10
兴安盟,李桂华,likely_individual,1,11
兴安盟,李润彬,likely_individual,1,12
兴安盟,李银山,likely_individual,1,13
兴安盟,王善堂,likely_individual,1,14
兴安盟,王玉,likely_individual,1,15
兴安盟,白兴华,likely_individual,1,16
兴安盟,管圣林,likely_individual,1,17
兴安盟,袁永臣,likely_individual,1,18
兴安盟,赵东浩,likely_individual,1,19
内江,蒋奉国,likely_individual,10,1
内江,郑晓容,likely_individual,10,2
内江,隆昌山川精密焊管有限责任公司,firm,9,3
内江,王鑫弘,likely_individual,8,4
内江,中铁隆昌铁路器材有限公司,firm,6,5
内江,邹世才,likely_individual,6,6
内江,四川梓橦宫药业有限公司,firm,4,7
内江,四川省川威集团有限公司,firm,3,8
内江,李勤坤,likely_individual,3,9
内江,李开超,likely_individual,3,10
内江,内江天科化工有限责任公司,firm,2,11
内江,叶伦志,likely_individual,2,12
内江,四川电力建设三公司,firm,2,13
内江,四川白塔新联兴陶瓷集团有限责任公司,firm,2,14
内江,朱楷,likely_individual,2,15
内江,李勤昆,likely_individual,2,16
内江,李强,likely_individual,2,17
内江,伍志权,likely_individual,1,18
内江,内江市帆航制钉有限责任公司,firm,1,19
内江,内江市效率源信息安全技术有限责任公司,firm,1,20
凉山彝族自治州,郑鉴忠,likely_individual,11,1
凉山彝族自治州,王文祥,likely_individual,10,2
凉山彝族自治州,四川环太实业有限责任公司,firm,6,3
凉山彝族自治州,赵明生,likely_individual,5,4
凉山彝族自治州,中国人民解放军63796部队,other_org_or_unclear,4,5
凉山彝族自治州,西昌学院,university_or_college,4,6
凉山彝族自治州,西昌航飞苦荞科技发展有限公司,firm,4,7
凉山彝族自治州,四川省电力公司西昌电业局,firm,3,8
凉山彝族自治州,杨显林,likely_individual,3,9
凉山彝族自治州,西昌新钒钛有限公司,firm,3,10
凉山彝族自治州,西昌电业局,other_org_or_unclear,3,11
凉山彝族自治州,何爱民,likely_individual,2,12
凉山彝族自治州,四川省烟草公司凉山州公司,firm,2,13
凉山彝族自治州,张兴仕,likely_individual,2,14
凉山彝族自治州,李德地,likely_individual,2,15
凉山彝族自治州,杨家云,likely_individual,2,16
凉山彝族自治州,熊福银,likely_individual,2,17
凉山彝族自治州,重庆钢铁集团矿业有限公司太和铁矿,firm,2,18
凉山彝族自治州,付明刚,likely_individual,1,19
凉山彝族自治州,刘机,likely_individual,1,20
包头,内蒙古科技大学,university_or_college,69,1
包头,中冶东方工程技术有限公司,firm,20,2
包头,内蒙古北方重工业集团有限公司,firm,14,3
包头,内蒙古第一机械制造(集团)有限公司,firm,13,4
包头,内蒙古第一机械集团有限公司,firm,13,5
包头,中国第二冶金建设有限责任公司,firm,12,6
包头,耿乐,likely_individual,12,7
包头,包头稀土研究院,research_institute,10,8
包头,瑞科稀土冶金及功能材料国家工程研究中心有限公司,firm,9,9
包头,包头中药有限责任公司,firm,8,10
包头,包头市京瑞新材料有限公司,firm,7,11
包头,金骄特种新材料(集团)有限公司,firm,7,12
包头,中核北方核燃料元件有限公司,firm,6,13
包头,郑彬,likely_individual,6,14
包头,中国二冶集团有限公司,firm,4,15
包头,内蒙古鹿王羊绒有限公司,firm,4,16
包头,包头北方创业股份有限公司,firm,4,17
包头,包头市山晟新能源有限责任公司,firm,4,18
包头,包头市汇全稀土实业(集团)有限公司,firm,4,19
包头,包头铝业有限公司,firm,4,20
北京,清华大学,university_or_college,3958,1
北京,中国石油化工股份有限公司,firm,3884,2
北京,北京航空航天大学,university_or_college,2687,3
北京,大唐移动通信设备有限公司,firm,1704,4
北京,中国移动通信集团公司,firm,1312,5
北京,北京大学,university_or_college,1231,6
北京,北京工业大学,university_or_college,1127,7
北京,北京理工大学,university_or_college,1071,8
北京,北京化工大学,university_or_college,1033,9
北京,中国农业大学,university_or_college,1030,10
北京,中国石油天然气股份有限公司,firm,1024,11
北京,中国科学院微电子研究所,research_institute,959,12
北京,北京交通大学,university_or_college,921,13
北京,北京科技大学,university_or_college,913,14
北京,北京邮电大学,university_or_college,859,15
北京,北京中星微电子有限公司,firm,854,16
北京,联想(北京)有限公司,firm,794,17
北京,北大方正集团有限公司,firm,784,18
北京,中国海洋石油总公司,firm,699,19
北京,中国电信股份有限公司,firm,585,20
北海,刘光文,likely_individual,8,1
北海,巢启,likely_individual,7,2
北海,广西壮族自治区海洋研究所,research_institute,6,3
北海,广西银河风力发电有限公司,firm,6,4
北海,冯岩,likely_individual,4,5
北海,北海银河科技继保电气有限公司,firm,4,6
北海,潘世澄,likely_individual,4,7
北海,罗琮贵,likely_individual,4,8
北海,北海市深蓝科技发展有限责任公司,firm,3,9
北海,广西北海圣安时代科技有限公司,firm,3,10
北海,广西正五海洋产业股份有限公司,firm,3,11
北海,何信国,likely_individual,2,12
北海,北海洼地螺旋藻产业基地有限公司,firm,2,13
北海,北海银河开关设备有限公司,firm,2,14
北海,合浦展鹏实业有限公司,firm,2,15
北海,合浦果香园食品有限公司,firm,2,16
北海,吴其荣,likely_individual,2,17
北海,吴积善,likely_individual,2,18
北海,周耀瑜,likely_individual,2,19
北海,广西红树林研究中心,other_org_or_unclear,2,20
十堰,湖北汽车工业学院,university_or_college,11,1
十堰,竹溪创艺皂素有限公司,firm,6,2
十堰,竹山县秦巴钡盐有限公司,firm,5,3
十堰,湖北诺克橡塑密封科技有限公司,firm,4,4
十堰,刘光东,likely_individual,3,5
十堰,十堰市郧齿汽车零部件有限公司,firm,3,6
十堰,十堰梅子贡茶业集团,firm,3,7
十堰,十堰渝川食品有限公司,firm,3,8
十堰,十堰科纳汽车电器有限公司,firm,3,9
十堰,周金社,likely_individual,3,10
十堰,张书勤,likely_individual,3,11
十堰,湖北世纪中远车辆有限公司,firm,3,12
十堰,湖北泰戈电动汽车开发有限公司,firm,3,13
十堰,东风伟世通(十堰)汽车饰件系统有限公司,firm,2,14
十堰,东风汽车悬架弹簧有限公司,firm,2,15
十堰,东风汽车零部件(集团)有限公司,firm,2,16
十堰,东风精密铸造有限公司,firm,2,17
十堰,丹江口福安运输有限责任公司,firm,2,18
十堰,十堰天舒机电科技有限公司,firm,2,19
十堰,十堰市佳恒液压机械有限公司,firm,2,20
南京,东南大学,university_or_college,2052,1
南京,南京大学,university_or_college,1112,2
南京,南京航空航天大学,university_or_college,988,3
南京,南京工业大学,university_or_college,773,4
南京,南京农业大学,university_or_college,435,5
南京,南京邮电大学,university_or_college,435,6
南京,河海大学,university_or_college,402,7
南京,南京乐金熊猫电器有限公司,firm,380,8
南京,南京理工大学,university_or_college,372,9
南京,中国药科大学,university_or_college,314,10
南京,南京师范大学,university_or_college,276,11
南京,南京林业大学,university_or_college,261,12
南京,南京信息工程大学,university_or_college,257,13
